Unique_ID,dataset
S_490137011,train
S_490210005,train
S_490353006,train
S_490353010,train
S_490353013,train
S_490370101,test
S_490450004,test
S_490471002,train
S_490471004,train
S_490472002,train
S_490472003,train
S_490477022,train
S_490494001,train
S_490495010,train
S_490530007,train
S_490530130,val
S_490571003,train
S_500030004,train
S_500070007,train
S_500070014,0
S_500210002,train
S_510030001,test
S_510130020,train
S_510330001,train
S_510360002,train
S_510410004,train
S_510590030,train
S_510610002,train
S_510690010,train
S_510719991,train
S_510850003,train
S_510870014,train
S_511071005,train
S_511130003,train
S_511479991,train
S_511530009,val
S_511611004,train
S_511630003,train
S_511650003,train
S_511790001,train
S_511970002,train
S_516500008,train
S_517100024,0
S_518000004,train
S_518000005,train
S_530010003,0
S_530030004,0
S_530050002,0
S_530050003,train
S_530070007,0
S_530070010,0
S_530070011,0
S_530090013,train
S_530090015,0
S_530090017,0
S_530110011,test
S_530110022,0
S_530110024,0
S_530130002,0
S_530150015,0
S_530210002,0
S_530251002,0
S_530251003,0
S_530270011,0
S_530272002,0
S_530299999,0
S_530310003,0
S_530330010,train
S_530330017,test
S_530330023,train
S_530330024,0
S_530330030,0
S_530330031,0
S_530330057,0
S_530330080,train
S_530331011,0
S_530332004,0
S_530350007,0
S_530370002,0
S_530410004,0
S_530450007,0
S_530470009,0
S_530470010,0
S_530470013,0
S_530530012,train
S_530530024,0
S_530530029,0
S_530530031,0
S_530531018,0
S_530570011,train
S_530570015,train
S_530579999,0
S_530610005,0
S_530610020,0
S_530611007,0
S_530630001,train
S_530630021,0
S_530630046,train
S_530630047,0
S_530639995,0
S_530639997,0
S_530639999,0
S_530650002,0
S_530650005,0
S_530670005,train
S_530670013,0
S_530710005,0
S_530710006,0
S_530730005,train
S_530730019,0
S_530750003,0
S_530750005,0
S_530750006,0
S_530770005,0
S_530770009,0
S_530770015,0
S_530770016,0
S_540030003,train
S_540219991,train
S_540250003,train
S_540290009,train
S_540390020,train
S_540578883,0
S_540610003,train
S_540690010,train
S_540939991,train
S_541071002,train
S_550030010,train
S_550090005,0
S_550090026,val
S_550210015,train
S_550250041,train
S_550270001,train
S_550290004,train
S_550350014,train
S_550390006,test
S_550410007,train
S_550430009,0
S_550550009,train
S_550590019,test
S_550590025,train
S_550610002,train
S_550630012,train
S_550710007,train
S_550730012,train
S_550790010,train
S_550790026,train
S_550790056,0
S_550790085,train
S_550850996,0
S_550870009,train
S_550890008,train
S_550890009,train
S_551010020,train
S_551050030,train
S_551110007,train
S_551170006,train
S_551170009,train
S_551198001,0
S_551199991,train
S_551250001,train
S_551330027,train
S_560019991,test
S_560030002,train
S_560050123,train
S_560050892,0
S_560070008,0
S_560090009,0
S_560090010,train
S_560130099,train
S_560190004,train
S_560210100,train
S_560250100,train
S_560330002,0
S_560330004,train
S_560350099,val
S_560350100,train
S_560350101,train
S_560350700,train
S_560351002,test
S_560359991,train
S_560370077,test
S_560370200,train
S_560370300,val
S_560390008,train
S_560391011,train
S_560391013,0
S_560410101,val
S_560450003,train
S_586000000000,0
S_586PK2010001,0
S_586PK3010003,0
S_586PK4010001,0
S_630720970007,0
S_702NEA000000,0
S_702NEA000001,0
S_702NEA000002,0
S_702NEA000003,0
S_702NEA000004,0
S_720330004,0
S_721130004,0
S_736SU1010001,0
S_736SU1730002,0
S_762DUS010001,0
S_795ABT010001,0
S_800020012,0
S_800020014,train
S_800090023,train
S_800090034,train
S_800090041,train
S_800090043,train
S_800090061,train
S_800090072,train
S_800090101,train
S_800090133,train
S_800090154,train
S_800090171,train
S_80011G001,val
S_80011G002,train
S_80011G003,train
S_80011G004,train
S_80011G005,test
S_80011G006,train
S_80011G007,train
S_80011G008,train
S_80011G009,train
S_80011G010,train
S_80011G011,train
S_80011G012,train
S_80011G013,train
S_80011G014,0
S_80011G015,0
S_80011G016,train
S_80011G017,0
S_80011G018,0
S_800140001,train
S_800140002,train
S_800140003,test
S_800140004,train
S_800140005,train
S_800140006,train
S_800140007,train
S_800140008,train
S_800140009,train
S_800140010,train
S_800150021,0
S_800150131,train
S_800150201,train
S_800150251,0
S_800150332,train
S_800150333,train
S_800150334,train
S_800150571,train
S_800150581,train
S_800150951,train
S_800150991,train
S_800151041,train
S_800151042,train
S_800151091,train
S_800268012,train
S_840011179001,0
S_840020200045,0
S_840020900040,0
S_840040059999,train
S_840040190008,0
S_840060150007,0
S_840060199999,train
S_840060270023,0
S_840060270031,0
S_840060290019,train
S_840060299999,val
S_840060374009,train
S_840060374010,train
S_840060539976,0
S_840060731026,train
S_840060879972,0
S_840060932002,0
S_840061079998,train
S_840080290007,train
S_840080470003,train
S_840080590014,test
S_840081230013,train
S_840110010053,0
S_840120115005,0
S_840150012027,0
S_840160410002,0
S_840160550015,0
S_840170310119,0
S_840171190120,train
S_840172010118,0
S_840180190010,0
S_840180890034,0
S_840211011011,0
S_840240396431,0
S_840240476432,0
S_840250030008,train
S_840250170010,train
S_840250212004,0
S_840310790005,0
S_840311570006,0
S_840320030024,train
S_840320310031,train
S_840350150010,train
S_840371190047,0
S_840371190048,0
S_840380250004,train
S_840401439029,train
S_840410050011,0
S_840410110003,0
S_840410150002,0
S_840410170123,0
S_840410171001,0
S_840410172002,0
S_840410190004,0
S_840410270001,0
S_840410351001,0
S_840410352040,0
S_840410390100,0
S_840410390101,0
S_840410450001,0
S_840410510031,0
S_840410512010,0
S_840410512011,0
S_840410530004,0
S_840410570001,0
S_840410670006,0
S_840420510524,train
S_840420750101,train
S_840420810419,0
S_840421150215,0
S_840421310010,0
S_840440090008,test
S_840450070006,train
S_840450151002,train
S_840450190021,0
S_840460130004,0
S_840470990003,0
S_840471130010,0
S_840471252001,0
S_840471636003,0
S_840471636004,0
S_840480131090,0
S_840480211612,test
S_840480211613,train
S_840484531619,val
S_840490499999,0
S_840510719992,val
S_840530139991,test
S_840530230001,0
S_840530330069,0
S_840530330089,0
S_840530390006,0
S_840530499998,0
S_840530510008,0
S_840530610021,0
S_840530739992,0
S_840540110007,test
S_840550250047,0
S_840550870015,0
S_840551270006,test
S_840560019998,0
S_840560019999,0
S_840560130004,val
S_840560210003,train
S_840560370023,train
S_840560370025,0
S_840560391006,0
S_840CK2010001,train
S_840MM0070182,0
S_840MM0199999,0
S_840MM0230001,0
S_840MM0390006,0
S_840MM0779999,0
S_840MMCA81048,0
S_840MMCA81051,0
S_840MMCA82006,0
S_840MMCA82009,0
S_840MMCA82018,0
S_840MMCA82020,0
S_840MMCA82023,0
S_840MMCA82030,0
S_840MMCA82033,0
S_840MMCA82034,0
S_840MMCA82037,0
S_840MMCA82039,0
S_840MMCA82044,0
S_840MMCA82050,0
S_840MMCA82051,0
S_840MMCA82052,0
S_840MMCA82056,0
S_840MMCA82057,0
S_840MMCA82058,0
S_840MMGBU1002,0
S_840MMMT10007,0
S_840MMSC00001,0
S_840MMSC00006,0
S_840TT1820003,0
S_840TT1820013,0
S_840TT5980500,train
S_AA1010001,0
S_AA1010002,0
S_AD1010001,train
S_ALG010001,0
S_BG1010001,0
S_BIH010001,0
S_BJ1010001,train
S_CC0050103,test
S_CC0050109,train
S_CC0050126,val
S_CC0050128,train
S_CC0050129,test
S_CC0050131,0
S_CC0050134,train
S_CC0050135,val
S_CC0050136,0
S_CC0050138,0
S_CD1010001,0
S_CMB010001,0
S_CUR010001,train
S_DB1010001,train
S_DK1010001,0
S_DRN010000,0
S_DS1010001,0
S_DS1010002,0
S_DS1010003,0
S_DS1010004,0
S_DS1010005,0
S_GZ1010001,0
S_HC1010001,0
S_HN1010001,0
S_JDA010001,0
S_JK1010001,0
S_JK1010002,0
S_KAZ010001,0
S_KC1010001,0
S_KM1010001,train
S_KM1010002,train
S_KP1010001,0
S_LM1010001,0
S_MMCA81001,0
S_MMCA81006,0
S_MMCA81009,0
S_MMCA81012,0
S_MMCA81014,0
S_MMCA81017,0
S_MMCA81019,0
S_MMCA81021,0
S_MMCA81023,0
S_MMCA81033,0
S_MMCA81037,0
S_MMCA81038,0
S_MMCA81039,0
S_MMCA81041,0
S_MMFRA1001,0
S_MMMT10001,0
S_MMMT10006,0
S_MMNPS1027,0
S_MMNPS1031,0
S_MNA010001,train
S_PI1010001,0
S_SH1010001,0
S_SY1010001,0
S_TPCD0035T,0
S_TPCD0036T,0
S_TPCD0050T,0
S_TT0300001,val
S_TT0328801,test
S_TT1010002,0
S_TT5420500,train
S_TT9209004,test
S_UB1010001,0
S_UZB010001,train
ZC_99114,0
ZC_92311,test
ZC_98926,0
ZC_85006,test
ZC_92392,train
ZC_98856,0
ZC_92312,val
ZC_92227,0
ZC_45422,0
ZC_10474,0
ZC_91125,train
ZC_91126,train
ZC_11220,0
ZC_98362,0
ZC_95991,train
ZC_13501,0
ZC_97520,0
ZC_62062,test
ZC_98826,0
ZC_33710,train
ZC_99155,0
ZC_80523,train
ZC_96122,0
ZC_85272,0
ZC_96145,0
ZC_85231,0
ZC_95354,train
ZC_44702,0
ZC_90073,train
ZC_55807,0
ZC_2215,0
ZC_45501,0
ZC_95370,train
ZC_83701,0
ZC_91335,train
ZC_81321,train
ZC_10455,test
ZC_17754,train
ZC_95482,train
ZC_98532,0
ZC_97523,0
ZC_5401,0
ZC_11221,0
ZC_28633,train
ZC_92243,train
ZC_70802,train
ZC_68123,0
ZC_12550,0
ZC_5701,train
ZC_25311,train
ZC_16511,train
ZC_35217,train
ZC_95971,0
ZC_55792,0
ZC_15201,train
ZC_35064,train
ZC_79968,val
ZC_97386,0
ZC_2724,train
ZC_10033,0
ZC_95503,train
ZC_1247,0
ZC_92340,train
ZC_97463,0
ZC_75022,train
ZC_89802,0
ZC_83861,0
ZC_98577,0
ZC_83850,0
ZC_20024,0
ZC_77622,train
ZC_7108,train
ZC_1608,0
ZC_89501,train
ZC_97630,0
ZC_83467,0
ZC_83340,0
ZC_19973,val
ZC_98675,0
ZC_97845,0
ZC_96782,0
ZC_85268,test
ZC_44077,test
ZC_98270,0
ZC_92519,train
ZC_96007,train
ZC_63746,train
ZC_2119,train
ZC_91337,train
ZC_62040,0
ZC_61637,0
ZC_4756,0
ZC_98266,0
ZC_14610,train
ZC_85147,train
ZC_18705,train
ZC_45219,train
ZC_12202,0
ZC_98837,0
ZC_93442,test
ZC_83651,0
ZC_48217,0
ZC_92102,train
ZC_92530,val
ZC_10030,test
ZC_10002,0
ZC_48198,train
ZC_61605,val
ZC_89406,train
ZC_97477,0
ZC_35224,0
ZC_83851,0
ZC_96813,0
ZC_46635,train
ZC_60566,0
ZC_93291,val
ZC_19123,0
ZC_11378,0
ZC_61650,0
ZC_61603,0
ZC_95490,0
ZC_4276,0
ZC_22202,train
ZC_10031,train
ZC_2301,train
ZC_36611,train
ZC_44502,train
ZC_98584,0
ZC_44115,train
ZC_8103,train
ZC_45402,0
ZC_12545,train
ZC_45423,0
ZC_94603,train
ZC_6604,0
ZC_89801,0
ZC_64106,0
ZC_15010,train
ZC_4769,0
ZC_77028,val
ZC_7024,0
ZC_61629,0
ZC_84105,val
ZC_89460,0
ZC_2719,train
ZC_37403,0
ZC_93612,train
ZC_98816,0
ZC_61790,train
ZC_8061,train
ZC_94158,train
ZC_85287,train
ZC_56633,0
ZC_61636,0
ZC_77022,0
ZC_47601,train
ZC_91901,train
ZC_79902,train
ZC_35207,val
ZC_95648,train
ZC_79905,train
ZC_73013,train
ZC_95614,train
ZC_2905,0
ZC_87109,train
ZC_78702,0
ZC_27105,train
ZC_92202,train
ZC_55407,0
ZC_92531,train
ZC_98277,0
ZC_60804,train
ZC_3431,train
ZC_94710,train
ZC_80524,test
ZC_60540,0
ZC_78408,0
ZC_60208,train
ZC_2916,train
ZC_15022,train
ZC_7302,0
ZC_55605,0
ZC_96777,0
ZC_33127,0
ZC_4345,0
ZC_78731,train
ZC_83530,0
ZC_88001,train
ZC_89502,train
ZC_89407,train
ZC_2907,0
ZC_48312,train
ZC_89145,train
ZC_29681,train
ZC_83622,0
ZC_93592,train
ZC_90025,train
ZC_68107,train
ZC_19114,0
ZC_14206,0
ZC_68544,0
ZC_96097,train
ZC_49286,train
ZC_46218,train
ZC_10027,train
ZC_7002,train
ZC_19801,train
ZC_89803,0
ZC_21202,0
ZC_61634,0
ZC_20059,0
ZC_90221,train
ZC_98520,0
ZC_90632,train
ZC_4240,0
ZC_92691,train
ZC_48506,train
ZC_81501,0
ZC_85302,train
ZC_44704,0
ZC_12233,0
ZC_10038,0
ZC_90293,train
ZC_66101,train
ZC_4101,train
ZC_44709,train
ZC_94551,train
ZC_97720,0
ZC_75661,val
ZC_95122,0
ZC_48048,train
ZC_61602,0
ZC_92325,train
ZC_39216,train
ZC_98503,0
ZC_45036,train
ZC_75035,train
ZC_18017,train
ZC_4257,0
ZC_95472,train
ZC_78040,0
ZC_94607,0
ZC_10013,0
ZC_15065,train
ZC_61630,train
ZC_33462,train
ZC_63124,0
ZC_63107,test
ZC_50314,train
ZC_97405,train
ZC_10040,0
ZC_1104,0
ZC_98273,test
ZC_20147,train
ZC_95661,train
ZC_55415,train
ZC_55404,train
ZC_25301,test
ZC_7605,test
ZC_44503,0
ZC_8020,train
ZC_84010,train
ZC_92570,train
ZC_44305,0
ZC_72201,train
ZC_21010,train
ZC_60176,train
ZC_70043,0
ZC_92244,train
ZC_10467,train
ZC_84011,train
ZC_37664,0
ZC_49616,train
ZC_90899,0
ZC_47804,train
ZC_6108,test
ZC_90633,train
ZC_98036,0
ZC_85034,train
ZC_40165,train
ZC_97501,0
ZC_77081,0
ZC_61614,train
ZC_33811,train
ZC_61616,train
ZC_49505,train
ZC_89048,0
ZC_39507,train
ZC_93436,train
ZC_11590,0
ZC_18109,train
ZC_75247,train
ZC_77087,train
ZC_89711,train
ZC_60120,train
ZC_98031,0
ZC_4102,train
ZC_95205,train
ZC_2115,0
ZC_15902,train
ZC_12207,0
ZC_95713,train
ZC_25396,train
ZC_60646,train
ZC_68503,0
ZC_85041,train
ZC_18434,train
ZC_98862,0
ZC_37216,train
ZC_96817,0
ZC_10970,train
ZC_91769,train
ZC_29302,0
ZC_3801,train
ZC_94249,train
ZC_62095,train
ZC_19106,0
ZC_70076,train
ZC_32514,train
ZC_68510,0
ZC_1605,0
ZC_89005,train
ZC_25321,train
ZC_25322,train
ZC_25361,train
ZC_25339,train
ZC_25338,test
ZC_25337,train
ZC_25336,train
ZC_25332,train
ZC_25333,train
ZC_25334,train
ZC_25335,val
ZC_25327,train
ZC_25326,train
ZC_25325,train
ZC_25324,train
ZC_25323,train
ZC_25331,val
ZC_25329,train
ZC_25328,train
ZC_25330,train
ZC_95687,train
ZC_55454,train
ZC_90049,val
ZC_19809,train
ZC_19374,train
ZC_85202,train
ZC_61655,train
ZC_61656,val
ZC_61654,train
ZC_61653,train
ZC_61601,test
ZC_61652,train
ZC_61651,train
ZC_77013,train
ZC_50311,train
ZC_1832,val
ZC_77074,train
ZC_92571,test
ZC_34209,train
ZC_85365,val
ZC_19805,train
ZC_61104,0
ZC_34994,train
ZC_95814,train
ZC_89712,train
ZC_98684,train
ZC_19530,train
ZC_44703,0
ZC_44310,train
ZC_93458,train
ZC_34691,train
ZC_98952,0
ZC_94542,train
ZC_96750,0
ZC_11237,0
ZC_63106,train
ZC_37921,0
ZC_90086,train
ZC_92262,train
ZC_95065,train
ZC_68105,train
ZC_15066,train
ZC_44484,0
ZC_62201,train
ZC_10012,0
ZC_77705,train
ZC_94901,train
ZC_93460,train
ZC_96151,0
ZC_85236,0
ZC_97322,0
ZC_73131,train
ZC_93309,train
ZC_28112,train
ZC_6810,train
ZC_33803,train
ZC_33242,0
ZC_80903,0
ZC_10039,train
ZC_30034,test
ZC_44707,0
ZC_98902,0
ZC_10037,train
ZC_92408,train
ZC_44483,0
ZC_28111,train
ZC_25317,val
ZC_18452,train
ZC_98408,0
ZC_92134,test
ZC_89702,train
ZC_12210,0
ZC_78416,train
ZC_10459,0
ZC_60025,train
ZC_89511,val
ZC_61625,train
ZC_14225,0
ZC_48209,0
ZC_2118,train
ZC_65063,train
ZC_92415,test
ZC_15014,train
ZC_93023,train
ZC_85224,test
ZC_10603,train
ZC_95860,train
ZC_70803,train
ZC_93703,train
ZC_21205,0
ZC_45221,train
ZC_29306,0
ZC_10007,0
ZC_79924,train
ZC_38127,train
ZC_10458,train
ZC_4401,0
ZC_24179,train
ZC_92021,train
ZC_17111,train
ZC_49038,train
ZC_2903,0
ZC_29605,0
ZC_95630,train
ZC_1609,0
ZC_80631,0
ZC_61606,train
ZC_93725,train
ZC_1201,train
ZC_93101,train
ZC_91116,test
ZC_95046,train
ZC_99206,0
ZC_94612,0
ZC_83706,0
ZC_80904,0
ZC_83687,0
ZC_95818,train
ZC_7930,train
ZC_66102,train
ZC_7306,0
ZC_90031,train
ZC_93277,train
ZC_60652,train
ZC_90755,0
ZC_73507,train
ZC_75240,train
ZC_95437,0
ZC_94103,train
ZC_19131,0
ZC_20003,0
ZC_93722,0
ZC_8850,train
ZC_28223,train
ZC_27293,0
ZC_33136,0
ZC_11367,train
ZC_60651,0
ZC_61265,train
ZC_93905,train
ZC_97123,0
ZC_34982,train
ZC_10005,0
ZC_13214,test
ZC_45506,0
ZC_49454,train
ZC_15901,train
ZC_15043,train
ZC_60438,0
ZC_16121,train
ZC_17113,train
ZC_10032,0
ZC_98662,0
ZC_45504,0
ZC_34233,0
ZC_92019,train
ZC_91106,train
ZC_94107,train
ZC_92329,train
ZC_98841,0
ZC_97008,0
ZC_80639,0
ZC_25305,train
ZC_44555,0
ZC_43201,0
ZC_37062,train
ZC_33901,0
ZC_85020,train
ZC_78520,0
ZC_44113,0
ZC_48441,train
ZC_14260,train
ZC_45206,train
ZC_85281,train
ZC_79912,0
ZC_7310,0
ZC_22310,test
ZC_68175,train
ZC_33125,0
ZC_83263,0
ZC_29403,0
ZC_93444,val
ZC_46216,train
ZC_70801,train
ZC_66614,train
ZC_25389,train
ZC_61103,0
ZC_29601,0
ZC_44114,train
ZC_83204,train
ZC_68131,train
ZC_21201,0
ZC_33759,train
ZC_72364,train
ZC_1905,train
ZC_1301,train
ZC_94702,train
ZC_12144,0
ZC_16803,train
ZC_43211,0
ZC_78407,0
ZC_60803,train
ZC_39581,train
ZC_20041,train
ZC_21213,0
ZC_98144,train
ZC_2721,test
ZC_99163,0
ZC_89130,train
ZC_94606,0
ZC_19137,train
ZC_91101,train
ZC_98274,train
ZC_97814,0
ZC_75243,0
ZC_77039,train
ZC_93534,train
ZC_92572,train
ZC_70065,train
ZC_55119,0
ZC_94621,train
ZC_27102,train
ZC_27115,train
ZC_7764,train
ZC_33611,train
ZC_62702,0
ZC_89144,train
ZC_77554,test
ZC_37401,0
ZC_15224,train
ZC_90224,train
ZC_99403,0
ZC_33142,0
ZC_17602,train
ZC_19806,train
ZC_93230,train
ZC_78753,0
ZC_57103,train
ZC_66611,train
ZC_3784,train
ZC_93063,train
ZC_21231,0
ZC_47809,train
ZC_92401,train
ZC_37206,0
ZC_64105,0
ZC_27110,train
ZC_90806,0
ZC_83703,0
ZC_27294,0
ZC_82941,train
ZC_56304,train
ZC_95113,train
ZC_83501,0
ZC_99207,0
ZC_60649,train
ZC_7103,train
ZC_30906,train
ZC_16601,train
ZC_17403,train
ZC_63125,0
ZC_90804,0
ZC_95988,train
ZC_61761,train
ZC_98108,0
ZC_85257,train
ZC_35234,train
ZC_60201,train
ZC_13502,0
